Encoded_file,bpp,psnr,ssim,sqnr,mape_phase,enc_time,dec_time,enc1_m,enc1_s,enc2_m,enc2_s,enc3_m,enc3_s,enc4_m,enc4_s,enc5_m,enc5_s,dec1_m,dec1_s,dec2_m,dec2_s,dec3_m,dec3_s,dec4_m,dec4_s,dec5_m,dec5_s
0.npy,1.29150390625,28.397209336517022,0.9761763215065002,15.813716888427734,0.4615723490715027,0.5719950199127197,0.3445100784301758,0.0006054162979125977,6.673506386706148e-05,0.0006130695343017578,6.929776167981838e-05,0.0011028766632080079,7.837930921865641e-05,0.02067699432373047,0.00024374692155617665,0.024718427658081056,0.0005013709532230569,0.0009558916091918946,3.21444572272521e-05,0.0010304927825927734,2.48303077829316e-05,0.0020250797271728514,3.2780048968185566e-05,0.01167128086090088,0.00018185060281722238,0.01397097110748291,9.4985091179568e-05
1.npy,0.98895263671875,28.157353846588187,0.937280535697937,11.963287353515625,0.6910431385040283,0.5222923755645752,0.32210254669189453,0.0006015539169311523,6.724574362556452e-05,0.0005289316177368164,0.00011419176009379489,0.0009274005889892579,0.00010518447318713668,0.020531892776489258,0.00037246330062835306,0.02443673610687256,0.0001800608851354231,0.0009370565414428711,2.122140991312373e-05,0.0008474349975585938,3.265363312166074e-05,0.0016629695892333984,5.64653521658986e-05,0.011522173881530762,7.45652152668005e-05,0.013867855072021484,0.00013943533051698564
10.npy,1.20892333984375,28.320873718323302,0.960445761680603,14.889327049255371,0.49792611598968506,0.5247399806976318,0.328188419342041,0.0005525350570678711,3.975493079869848e-05,0.0006039619445800781,8.245083947532912e-05,0.0010897397994995117,0.0001051288090750632,0.020476508140563964,0.0001035057432353562,0.024501752853393555,0.00011282383329853013,0.0009086370468139648,2.739624517816327e-05,0.0010013580322265625,3.3179266955581225e-05,0.0019277334213256836,3.5286956527883146e-05,0.011683225631713867,0.000185959522410162,0.013864398002624512,7.131547668273107e-05
100.npy,0.6297607421875,29.292327303492605,0.9111040830612183,8.590323448181152,0.9560173749923706,0.5124499797821045,0.3093745708465576,0.0004168272018432617,8.184629241596749e-05,0.0004113912582397461,8.443541047300475e-05,0.0007172346115112305,0.00011201279620936166,0.020353317260742188,0.00017608392820496021,0.02422964572906494,0.0003673044354931984,0.0006145000457763672,3.372004123973601e-05,0.0006371736526489258,2.7720248525786087e-05,0.0012321233749389648,3.237377542851207e-05,0.01161952018737793,0.00026699101657465035,0.01357860565185547,8.53082065967625e-05
101.npy,1.20654296875,28.45506400676928,0.9544167518615723,14.466292381286621,0.6357246041297913,0.5269849300384521,0.3286440372467041,0.0006339788436889648,7.91980047602269e-05,0.0005639076232910156,0.00010224326067622352,0.0009716033935546875,3.642764380957808e-05,0.02062242031097412,0.00010606299371469383,0.024614357948303224,0.0001406634641471153,0.0010076045989990234,2.8854125267454502e-05,0.0009823083877563477,2.916580432273633e-05,0.0019243478775024414,3.8385102466421117e-05,0.011554145812988281,6.004089922490542e-05,0.013939499855041504,0.00012126228865636284
102.npy,0.74505615234375,28.824557862205534,0.9229301810264587,9.573827743530273,0.8594337105751038,0.5179247856140137,0.3163461685180664,0.0004949808120727539,3.067316871209226e-05,0.0004453420639038086,6.44353679403148e-05,0.0007785558700561523,0.00012085010692600578,0.020464658737182617,8.002927231490053e-05,0.024471545219421388,0.00031613407169049564,0.0007909536361694336,3.346249561736925e-05,0.0007157564163208008,2.545110235715045e-05,0.001339554786682129,3.57807829400836e-05,0.011704468727111816,0.00021156632383000827,0.013779449462890624,0.0001647178317267649
103.npy,1.11663818359375,28.39903089947548,0.9365047216415405,13.423277854919434,0.6492040157318115,0.5219371318817139,0.32787084579467773,0.0006175041198730469,0.00010536191516989216,0.0005453109741210937,5.868767156050368e-05,0.0009665727615356445,6.346731683820528e-05,0.020441651344299316,4.5233634654598866e-05,0.024430251121520995,6.090672678884963e-05,0.0009565114974975586,2.8269336267199927e-05,0.000997781753540039,4.2855830782712395e-05,0.001878046989440918,2.9486209930534106e-05,0.011628460884094239,0.00010620765250485387,0.013901519775390624,0.00018592705063845001
104.npy,1.50469970703125,28.017991603465155,0.978675365447998,17.68639373779297,0.3815758526325226,0.532721757888794,0.33732175827026367,0.0006701946258544922,0.00010336989372145312,0.0006157398223876953,7.378043889667788e-06,0.001174759864807129,4.4082692654386344e-05,0.020630693435668944,8.493835129560391e-05,0.02473173141479492,9.366216755867958e-05,0.0011211156845092774,3.068754614988294e-05,0.001179337501525879,3.49372715599379e-05,0.0022742748260498047,3.535466977215106e-05,0.01161491870880127,5.0587821314381945e-05,0.01405799388885498,9.427869231820214e-05
105.npy,0.98809814453125,28.592906696692143,0.953862726688385,12.047089576721191,0.7125133275985718,0.5263400077819824,0.32093334197998047,0.0006117343902587891,9.36649349744619e-05,0.0006201267242431641,0.0001356761349770521,0.0009493112564086914,0.0001035140355408535,0.020597243309020997,0.00019410255124413926,0.024611473083496094,0.00025196133645284273,0.0008343696594238281,4.810150227706333e-06,0.0008579254150390625,2.223390991709864e-05,0.0016422033309936523,3.0845403095374354e-05,0.011514067649841309,8.768692095450023e-05,0.013893961906433105,0.00011981942677547008
106.npy,1.66656494140625,27.52399748040442,0.9775158762931824,19.096786499023438,0.31434762477874756,0.5360829830169678,0.34368109703063965,0.0007298469543457031,0.00010287665270533669,0.0006791591644287109,8.146014484800799e-05,0.0012924671173095703,0.00013369335375662886,0.02078843116760254,0.00044848861816481033,0.02481100559234619,7.889424971281059e-05,0.0012030601501464844,4.118683541734603e-05,0.0012550830841064453,3.4786373706609585e-05,0.002470564842224121,3.6442816000061454e-05,0.011721611022949219,0.00017425915923569016,0.01412818431854248,0.00016288901275081323
