Encoded_file,bpp,psnr,ssim,sqnr,mape_phase,enc_time,dec_time,enc1_m,enc1_s,enc2_m,enc2_s,enc3_m,enc3_s,enc4_m,enc4_s,enc5_m,enc5_s,dec1_m,dec1_s,dec2_m,dec2_s,dec3_m,dec3_s,dec4_m,dec4_s,dec5_m,dec5_s
0.npy,1.40283203125,28.374940108268028,0.9757632613182068,15.78380298614502,0.4671907126903534,0.3692965507507324,0.2600245475769043,0.0006682872772216797,0.00014125865213301519,0.0006241083145141601,0.00010482004704574514,0.0011308908462524414,8.34163236541392e-05,0.002100038528442383,7.504739755044633e-05,0.024913811683654787,0.00027471127200199354,0.0009372472763061523,1.9733066254082375e-05,0.001030278205871582,2.2588710310603075e-05,0.002030158042907715,4.063011459162028e-05,0.0038235664367675783,3.2396479357202694e-05,0.014077520370483399,6.902200982134106e-05
1.npy,1.111572265625,28.206466798004758,0.9375963807106018,12.027314186096191,0.6786414384841919,0.31833481788635254,0.2330482006072998,0.0006046533584594726,0.0001032449599885904,0.0005146980285644532,7.76465148019995e-05,0.0009614944458007813,0.00012318175940826637,0.0018598079681396485,0.00011961411403232155,0.024455165863037108,8.94414326676535e-05,0.0009438514709472657,3.902684200996863e-05,0.0008482933044433594,3.290366429908258e-05,0.0016313791275024414,3.199791403657146e-05,0.003363299369812012,4.5127044609346534e-05,0.013969635963439942,0.00010235820524702199
10.npy,1.31549072265625,28.32280235607201,0.9605950117111206,14.887127876281738,0.49710017442703247,0.32421875,0.24140715599060059,0.0005334854125976562,2.0293384998553993e-05,0.0005887508392333985,3.244371430878223e-05,0.001079559326171875,6.536113916669291e-05,0.0019801855087280273,7.036792186657e-05,0.024803781509399415,0.0002215411865086593,0.0008887290954589844,3.789913612312549e-05,0.0010082721710205078,3.5296258193873144e-05,0.001941370964050293,3.304296580558133e-05,0.00362851619720459,3.761901434846674e-05,0.01405951976776123,0.00013306330573721354
100.npy,0.7294921875,29.36521165343744,0.9112352132797241,8.663393020629883,0.9500980973243713,0.30117034912109375,0.20546674728393555,0.0003833770751953125,5.546561133575977e-05,0.00044317245483398436,0.00012337178039057838,0.000733637809753418,0.00011629663605775013,0.0011705398559570313,0.00011841318377178272,0.02419121265411377,8.552689898389969e-05,0.0005748748779296875,7.4734242242679835e-06,0.0006372928619384766,2.9742562459872864e-05,0.0012460470199584961,3.575436969885561e-05,0.002158832550048828,3.603478943121494e-05,0.013633298873901366,5.250243458241159e-05
101.npy,1.3436279296875,28.548432110357382,0.9541946053504944,14.551423072814941,0.6352042555809021,0.32348060607910156,0.24488210678100586,0.0006124258041381836,7.756273801789566e-05,0.0005915403366088867,0.00012447379180103722,0.000998377799987793,6.305251928838438e-05,0.001958131790161133,8.989619870321062e-05,0.024713969230651854,0.0001448431799408563,0.0010077476501464844,3.064505209567161e-05,0.0009990692138671874,3.193709198420465e-05,0.0019564390182495116,3.08088930786103e-05,0.0038489580154418947,3.081785863360024e-05,0.01399998664855957,5.028493706998489e-05
102.npy,0.85736083984375,28.928421039334133,0.9243828654289246,9.666068077087402,0.856619656085968,0.3103194236755371,0.21843314170837402,0.0005078792572021484,5.968249005952753e-05,0.0004686117172241211,9.100779451244857e-05,0.0007718563079833985,5.7672877701096365e-05,0.001521921157836914,5.233330715585769e-05,0.02448430061340332,0.00014664034282577901,0.0007813215255737304,3.1825879844941656e-05,0.0007189750671386719,2.9288672004124874e-05,0.0013460397720336914,3.4694130630112965e-05,0.002746272087097168,3.6388025915269243e-05,0.01384425163269043,9.818232249311778e-05
103.npy,1.2548828125,28.494596202069886,0.9358282089233398,13.518037796020508,0.644286036491394,0.3220791816711426,0.24020028114318848,0.0006383895874023437,0.00012699245152680497,0.0005322456359863281,7.976304164572133e-06,0.000986790657043457,4.031536917100947e-05,0.0020136594772338866,0.0001475262597788685,0.024682831764221192,0.0002866203872275159,0.0009457588195800782,3.1552030470698595e-05,0.0009998559951782226,3.432267935743243e-05,0.0018541812896728516,3.632547849743005e-05,0.0036663532257080076,4.254296124478343e-05,0.013941550254821777,2.414544653610524e-05
104.npy,1.6378173828125,28.016774210989183,0.9790683388710022,17.68657112121582,0.38594985008239746,0.3325057029724121,0.261671781539917,0.0006726503372192383,6.204492983228665e-05,0.000692296028137207,0.00010445743773658746,0.0012137889862060547,0.0001071156064613552,0.002279782295227051,3.081461214953352e-05,0.024866008758544923,0.00013224368293810517,0.0011088848114013672,4.614924023706017e-05,0.0011800527572631836,3.629123156482971e-05,0.00229339599609375,4.5235086076665045e-05,0.004462122917175293,1.3922195653075926e-05,0.014275360107421874,0.00035440666041909434
105.npy,1.09735107421875,28.624252213402357,0.954425036907196,12.09249496459961,0.712756872177124,0.3173828125,0.22989320755004883,0.0005203723907470703,4.384364036743444e-05,0.000506734848022461,2.3993534183014258e-05,0.0009367227554321289,8.585561615507019e-05,0.0017383337020874024,7.043761690781306e-05,0.024595475196838378,9.792803046289558e-05,0.000842595100402832,3.449686157380821e-05,0.0008726358413696289,3.94434627379553e-05,0.0016333103179931641,2.8412493220947813e-05,0.0031815767288208008,3.9717164932727184e-05,0.013944268226623535,9.294149794297193e-05
106.npy,1.81072998046875,27.52255484902807,0.9769340753555298,19.091360092163086,0.30766671895980835,0.3374817371368408,0.2682187557220459,0.000711512565612793,8.583135405918183e-05,0.0006849527359008789,6.816332137374988e-05,0.0012909889221191407,6.954648292803326e-05,0.0024779081344604493,7.919642572084889e-05,0.02502126693725586,0.00030759428261640165,0.0011505842208862304,3.935640126508212e-06,0.0012336254119873046,6.6173934561587055e-06,0.0024946451187133787,3.3948838318926546e-05,0.004839420318603516,2.5535731732610934e-05,0.0142317533493042,0.00013440871661602033
107.npy,1.0003662109375,28.50809135591867,0.9219763278961182,11.110812187194824,0.7267181873321533,0.3161768913269043,0.22797322273254395,0.0005432367324829102,8.943260143276751e-05,0.0005691766738891602,0.0001264743057089041,0.0009763717651367187,0.00015447455285357527,0.0017112016677856446,0.00013091255893665695,0.024434518814086915,0.00012489446612853994,0.0008285760879516602,5.2675621597228015e-05,0.0008438825607299805,4.122908040571332e-05,0.0015811443328857422,5.85396804036137e-05,0.0030180692672729494,3.212570699540776e-05,0.014023995399475098,0.0002505846968606407
108.npy,1.460693359375,28.144956990590387,0.9697864055633545,16.36228370666504,0.40778905153274536,0.32916998863220215,0.2501072883605957,0.0006007194519042969,4.773973512224372e-05,0.0006293296813964844,6.59894390217607e-05,0.0011713266372680663,8.880133225056886e-05,0.002146482467651367,4.457751646181818e-05,0.024832391738891603,0.00012477846292832372,0.000987863540649414,3.177811113276799e-05,0.0010715246200561524,3.437546986437331e-05,0.0021001338958740235,3.911172314516111e-05,0.00403752326965332,5.166054740259207e-05,0.014095258712768555,7.331274776288441e-05
