Encoded_file,bpp,psnr,ssim,sqnr,mape_phase,enc_time,dec_time,enc1_m,enc1_s,enc2_m,enc2_s,enc3_m,enc3_s,enc4_m,enc4_s,enc5_m,enc5_s,dec1_m,dec1_s,dec2_m,dec2_s,dec3_m,dec3_s,dec4_m,dec4_s,dec5_m,dec5_s
0.npy,1.22222900390625,28.412033714395164,0.9762133955955505,15.827898979187012,0.4655230641365051,0.987926721572876,0.5541291236877441,0.0006128787994384765,4.854848627552195e-06,0.019127082824707032,0.00013844820519092892,0.019603586196899413,0.0001423044265779741,0.020688390731811522,0.00010759010268887661,0.024968385696411133,5.946897324790684e-05,0.0009637117385864258,5.736382722965158e-06,0.010740923881530761,1.7600410900261618e-05,0.011018157005310059,2.3792991627908627e-05,0.011693668365478516,1.290846715577873e-05,0.014260554313659668,2.4828167217937044e-05
1.npy,0.91387939453125,28.152797526265118,0.9368153810501099,11.954136848449707,0.692113995552063,0.9361426830291748,0.5362818241119385,0.0006092548370361328,2.0825886767307643e-05,0.01901876926422119,3.2266455718872475e-05,0.01953725814819336,3.2496513554157847e-05,0.02058253288269043,0.00010054330561084834,0.024791574478149413,7.766930841087603e-05,0.0009451150894165039,6.449167476989927e-06,0.010691642761230469,1.4961217022357834e-05,0.01095597743988037,2.4114492393170016e-05,0.011606287956237794,1.4244607274324166e-05,0.014107418060302735,4.809521501494354e-05
10.npy,1.14520263671875,28.314594234213686,0.9603142738342285,14.88028335571289,0.49416735768318176,0.9390902519226074,0.5374231338500977,0.0005822896957397461,2.1835822994305623e-05,0.01904435157775879,7.82356535628651e-05,0.01956915855407715,3.883633013925409e-05,0.020722723007202147,0.0002071866286756076,0.024922275543212892,9.367357655357957e-05,0.000893545150756836,6.274350816318865e-06,0.010710954666137695,3.037306723687658e-05,0.01098790168762207,1.32712442044852e-05,0.01163632869720459,2.2428599777623105e-05,0.014178919792175292,3.022505401672226e-05
100.npy,0.5601806640625,29.20083813157634,0.9094238877296448,8.518843650817871,0.9576851725578308,0.9280452728271484,0.529747486114502,0.0004144906997680664,6.833302746345339e-06,0.019004058837890626,5.733972279789924e-05,0.01949741840362549,8.20097151561753e-05,0.02046489715576172,5.5895404100251057e-05,0.02452695369720459,3.8175013785941125e-05,0.0006171703338623047,8.288741145187669e-06,0.010684752464294433,2.703995701451329e-05,0.010921311378479005,3.0582338775874866e-05,0.011523985862731933,2.2530101589893927e-05,0.013975214958190919,0.00032040721575740775
101.npy,1.11773681640625,28.45632387637671,0.9532130360603333,14.448738098144531,0.6343951225280762,0.9404850006103516,0.5406484603881836,0.000632333755493164,8.641678654206898e-06,0.019074511528015137,2.9378751512218784e-05,0.01959083080291748,1.9427954528036726e-05,0.02081420421600342,0.0003121774514649527,0.02492377758026123,7.656135856563256e-05,0.0010251283645629882,8.206622392950338e-06,0.010851478576660157,0.000384522149604835,0.010979795455932617,2.8964118951766916e-05,0.011678099632263184,3.960537358681481e-05,0.014186358451843262,5.022449641319151e-05
102.npy,0.6727294921875,28.77610820079978,0.9219304919242859,9.527372360229492,0.8614850640296936,0.9330248832702637,0.5323605537414551,0.000525975227355957,1.3940638303500594e-05,0.019027018547058107,6.582697246836486e-05,0.01950881481170654,0.00010327325533023796,0.020673680305480956,0.00040262977411601944,0.024619197845458983,9.503917228220526e-05,0.0007971286773681641,1.0074250035156019e-05,0.010703969001770019,1.3615788435005439e-05,0.010930371284484864,3.945248322177713e-05,0.011553955078125,3.458348399375001e-05,0.013952541351318359,4.9428236932631116e-05
103.npy,1.02978515625,28.39995490923279,0.9362586140632629,13.409529685974121,0.6507623195648193,0.9370360374450684,0.5382671356201172,0.0006151676177978515,3.9849438506653175e-06,0.019072842597961426,4.554344688296332e-05,0.019583535194396973,5.276425085903401e-05,0.020632243156433104,1.57578087999404e-05,0.024793505668640137,9.564396878374343e-05,0.000969552993774414,2.3683306884890282e-05,0.01071474552154541,3.4012305153102655e-05,0.01098644733428955,2.0001670533065728e-05,0.011646056175231933,1.7356299427546862e-05,0.014183330535888671,0.00018969037648404718
104.npy,1.4229736328125,28.046747214556056,0.9790111184120178,17.71341896057129,0.38618260622024536,0.9427330493927002,0.5432655811309814,0.0006853342056274414,1.2522877709382145e-05,0.019072914123535158,5.664518376900283e-05,0.01960453987121582,5.515268508876141e-05,0.02080683708190918,0.00020811824756447614,0.025050854682922362,7.723352294797659e-05,0.0011269330978393554,8.806041133455085e-06,0.010730528831481933,3.276281629567091e-05,0.011025476455688476,7.881384040530989e-06,0.011730718612670898,4.871560800915842e-05,0.014342236518859863,1.4599337375191872e-05
105.npy,0.9178466796875,28.569585421370295,0.9539734125137329,12.024658203125,0.7180398106575012,0.9360313415527344,0.5363850593566895,0.0005546808242797852,4.208948976641415e-06,0.019058871269226074,4.5041055858420304e-05,0.01955115795135498,7.232892374553687e-05,0.020612692832946776,3.716355289754668e-05,0.02484574317932129,3.0073874230485684e-05,0.000863337516784668,7.810128318110047e-06,0.01071310043334961,2.05123130438208e-05,0.010979890823364258,1.6885355202720517e-05,0.011637639999389649,1.084518919014461e-05,0.01412510871887207,2.410858680743776e-05
106.npy,1.57562255859375,27.521861001686165,0.9769871234893799,19.08556365966797,0.3146936893463135,0.9451999664306641,0.5452399253845215,0.0007102489471435547,4.53872834560043e-06,0.019112491607666017,2.1749002263209278e-05,0.019588112831115723,5.64286209986834e-05,0.020772600173950197,0.0001167067687495744,0.025177383422851564,4.34032101291946e-05,0.001201772689819336,1.1082848605443838e-05,0.010796570777893066,0.00010745382530189108,0.011034679412841798,1.6764674958931496e-05,0.011715245246887208,2.3757798306123988e-05,0.014390397071838378,2.387760581817392e-05
